,RegionID,RegionName,City,State,Metro,CountyName,District,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,Average,,,,
5185,62104,11418,New York,NY,New York,Queens,#N/A,5186,164300,164300,164400,164600,164800,165000,165200,165600,166200,166600,166600,166500,166600,166800,167200,167700,168200,168800,169400,170300,171300,172100,172600,172900,173300,174000,174800,175700,176700,177600,178700,180100,181700,183100,184000,184900,186000,187400,189000,190800,192700,194700,196700,199100,201700,204100,205900,207500,209300,211300,213500,215800,218100,220400,222700,225300,228000,230300,231900,233100,234500,236200,238200,240200,242200,244300,246200,248500,250900,252800,253700,254400,255100,256300,257900,259600,261400,263100,265400,265600,265600,270000,280200,291800,302100,309100,313800,317900,321700,325700,329900,334800,340300,345400,349500,353600,358200,363400,369000,374400,379900,385700,391900,398300,404200,408400,411300,414700,419500,425900,433200,440900,448400,455500,462400,469600,476800,482400,485900,489300,493800,499100,504500,509200,512400,513400,511800,509100,506400,504400,502800,502700,503400,503400,501700,499300,496900,495400,495200,497200,499800,501200,500100,497700,493400,486100,477000,469300,463300,457600,451900,447400,443200,438400,432800,428000,424000,419400,414800,412400,411300,409700,408200,408000,408300,408200,408500,404200,396100,391200,392400,393900,394100,392100,390100,385900,381900,379600,380400,381000,381700,382400,382000,378900,376400,379100,381500,380600,378100,377200,376700,377200,378500,380900,383900,386000,387400,388800,389300,389000,388300,387100,386000,387400,391200,393800,394900,396600,398100,398500,398900,401400,405900,410500,413700,418500,424600,430200,433000,435700,437700,438800,439200,441000,442600,443700,442600,440400,437700,436200,437500,440800,442200,443300,448700,455400,461100,468300,477700,485100,490500,494900,497900,501800,508300,513400,517300,523100,529800,534600,537400,540900,547400,556200,563700,569400,576400,585100,592600,598700,602000,602600,603800,607600,611500,605500,,,,
5572,62109,11423,New York,NY,New York,Queens,#N/A,5573,157900,157900,158100,158300,158500,158700,158900,159300,159900,160200,160400,160500,160700,161300,162000,162800,163600,164400,165100,166000,167100,167800,168200,168500,168900,169500,170400,171400,172300,173300,174300,175400,176800,178000,178900,179700,180800,182300,184200,186100,188200,190200,192200,194400,196700,198700,200100,201400,202900,204800,206800,208900,211000,212900,214700,216700,218800,220500,221500,222400,223600,225300,227400,229600,231700,233900,236000,238300,240700,242500,243500,244300,245400,247200,249300,251700,254000,256300,259000,259800,260500,265100,274700,285000,292700,295600,295000,293400,292700,293600,296000,299800,304900,310200,315000,320000,326000,333300,341700,350500,358900,367000,374500,381700,387900,392400,395500,398900,403300,409000,415400,422000,428400,434600,440600,446700,452600,457100,460200,463000,466500,471100,476400,481200,484800,486400,485700,484000,482600,482100,482700,484600,486600,488500,489800,490100,490200,490300,490300,490500,490600,489800,487900,484700,479200,472300,465200,458100,451200,444600,437900,431700,425600,419400,413200,407300,401200,394800,388900,384300,381800,380900,381300,382900,385800,387600,387300,388400,390900,391700,391700,392000,389000,382600,378200,373800,369100,366400,365300,361700,359000,359000,360100,361100,363400,367300,370500,371400,370200,369400,368700,367200,365200,364100,364400,365300,365900,367400,369000,370600,372400,373700,374500,376100,379700,383500,385100,385600,388200,391300,392300,393700,396700,400500,405700,410800,412600,413800,416200,418700,421300,424300,426800,428600,430000,432300,434700,436400,437800,440300,444000,448100,450600,451500,453300,457100,461200,464100,466500,468400,469400,471300,474500,477400,479900,481600,483100,487100,491300,491100,490000,494500,502200,508200,510400,511700,513600,516800,520400,521900,522100,523600,526300,529800,533400,527040,,,,
5718,62081,11369,New York,NY,New York,Queens,#N/A,5719,160800,161100,161400,161900,162300,162800,163200,163800,164600,165300,165500,165500,165700,166000,166500,167000,167600,168300,168900,169700,170700,171600,172000,172300,172700,173400,174300,175400,176500,177700,179000,180700,182600,184300,185600,186900,188400,190300,192500,194900,197500,200000,202600,205500,208800,211700,213900,216000,218400,221000,223700,226700,229600,232500,235400,238600,241900,244700,246600,248200,250000,252100,254500,256900,259300,261500,263600,265900,268400,270100,270800,271000,271500,272400,273700,275200,276700,278300,280200,279600,278600,282700,293400,305500,316600,324500,329900,333900,337300,341100,345400,350500,355900,360700,364400,368200,372500,377500,383000,388700,394600,401000,408000,416200,424500,431200,435800,440100,445000,451100,458400,467000,476300,486100,496000,506500,517200,526700,534100,540800,547600,554500,560500,564800,567200,567700,565700,562800,560400,559300,559000,559800,561600,563800,565200,565700,565500,565000,563600,561900,558800,554200,547800,540800,533000,524500,515100,506200,498400,491200,484000,477500,471100,464700,457500,450600,443900,437100,430100,424900,421700,419600,418600,419400,421700,421400,421100,420900,418300,413600,412700,414700,414100,409000,406000,402900,399900,400400,404100,405500,406700,409000,409300,407000,407100,410500,411100,408800,404700,400800,397100,395100,393200,391400,390200,388900,387700,388200,388900,388000,388100,389400,389500,389600,394000,403900,417000,427500,432900,436000,440300,446300,451900,456200,461000,466200,469600,470500,469000,467400,468800,471500,474800,479300,483800,488900,493400,497500,500700,503200,506400,513000,519300,523900,528500,535100,540900,545300,548300,549600,551400,554700,557000,558600,562900,568200,574600,584500,594300,600200,604200,609900,616400,623200,628500,634600,641600,649300,653200,652200,651600,653700,658600,667300,675700,661380,,,,
5732,61786,10310,New York,NY,New York,Richmond,#N/A,5733,155600,155600,155600,155600,155500,155500,155500,155600,155800,156200,156500,156700,156900,157200,157500,157700,157900,158100,158300,158600,159000,159400,159900,160200,160500,160900,161200,161600,162000,162500,163000,163600,164400,165300,166300,167300,168200,169300,170500,171600,172800,174100,175500,177100,178800,180800,182800,184800,186900,189100,191400,193800,196300,198900,201500,204400,207500,210700,213900,217200,220400,223700,226900,230000,233000,235900,238700,241600,244500,247500,250400,253300,256200,259000,261900,264700,267400,270000,272600,275300,278100,280900,283700,286500,289500,292500,295600,298700,301700,304500,307100,309700,312300,315000,317900,321000,324300,327800,331600,335800,340300,345200,350500,356000,361900,368100,374300,380400,386200,391400,396100,400700,405200,409700,413900,417200,419300,420300,420100,419600,419300,419000,418500,417900,417000,416400,416100,416000,416300,416900,417700,419500,422200,424200,424500,423900,423100,422100,421100,419800,418100,416200,413300,410600,408400,405600,401800,398500,396000,394100,392300,390500,388600,386800,384900,383700,383400,382300,379800,377500,375700,373900,371900,369700,367000,365300,365800,363600,357300,351400,351100,353000,354100,351500,348000,344900,343300,342000,341300,339100,336600,336600,337700,336900,335300,336000,338000,339300,340300,341200,339700,338600,339400,342800,346600,349300,350000,350800,350900,351300,351500,351900,353400,356200,358000,357100,353800,351300,351400,351700,351300,352700,355300,355400,355000,357400,360700,362800,364600,366900,368800,370200,372600,376200,379700,384400,389100,390400,389900,390100,390500,391200,394100,398900,403500,405400,404500,403100,403000,405300,410800,417500,421500,422400,421500,420300,420500,422100,424200,426600,429200,432200,435900,440000,445600,453200,460500,466000,470800,474000,478100,483400,487900,494600,502700,489340,,,,
5796,61779,10303,New York,NY,New York,Richmond,#N/A,5797,129800,129400,129000,128600,128200,127900,127600,127400,127300,127300,127300,127300,127200,127200,127200,127300,127400,127500,127700,127900,128100,128400,128600,128800,128900,129100,129200,129400,129700,129900,130200,130600,131200,131800,132500,133100,133700,134500,135400,136300,137300,138400,139600,140900,142400,143900,145500,147000,148500,150100,151700,153400,155100,156900,158800,160700,162700,164700,166700,168600,170500,172400,174300,176200,178100,180000,181900,183800,185700,187600,189400,191100,192700,194300,195900,197500,199100,200800,202500,204100,205700,207800,210600,213700,217300,221100,224800,228300,231600,234400,236900,239400,241900,244500,247100,249800,252400,254800,257000,259200,261400,263700,266200,269100,272300,275500,278500,281500,284500,287600,290800,294500,298400,302400,306400,310100,313400,316600,319600,322900,326400,329600,331900,333700,335000,336000,337000,337900,338700,339300,339200,339300,339800,340000,339800,339900,340100,340400,340500,340300,339700,338700,337600,337100,337000,335800,333100,329900,326400,322700,319000,315100,311500,308500,305800,303700,302100,299400,296200,294300,293600,293100,292600,292000,291700,291800,293200,290800,283800,278200,277700,277200,277300,277400,276600,275200,275000,275100,274000,270900,268200,267500,267000,265600,262400,258700,257600,258800,258500,256500,253800,253400,255000,257800,259800,260500,259000,258100,256600,253800,250600,249200,247800,246700,246600,246800,245500,245800,248700,250500,249900,250600,252000,252100,253100,256400,259800,261800,263100,264800,266300,268000,270800,273800,274700,274500,275000,276200,276500,276500,277100,278000,279400,281400,283200,283800,285800,289700,293700,296800,300500,303200,305400,305900,306200,308900,313300,315700,317800,320500,322900,324500,326300,328700,332100,336700,341000,343000,345100,348900,353900,358400,363000,368600,374500,363680,,,,
5826,62108,11422,New York,NY,New York,Queens,#N/A,5827,160200,160100,160100,160300,160400,160500,160500,160600,160900,161100,161000,160900,161000,161500,162200,163000,163800,164600,165400,166300,167300,168100,168600,169000,169700,170600,171700,172800,173900,175000,175900,177000,178100,179100,179700,180200,180900,182100,183500,185000,186500,188000,189300,190800,192300,193600,194400,195200,196200,197600,199300,201200,203000,204800,206500,208300,210300,212000,213100,214200,215800,217900,220400,223100,225800,228300,230600,233000,235400,237100,238100,239000,240200,242000,244400,246900,249300,251600,254200,254900,255300,259500,268700,278700,286100,288800,288000,286000,284600,284800,286600,289900,294100,298000,301300,304600,308900,314300,320600,327100,333300,339100,344700,350600,356400,361100,364400,367300,370600,374900,380200,386100,392300,398600,404700,411100,417200,422500,426400,429900,433800,438400,443200,447500,450700,452500,452900,452800,452900,453900,455400,457200,459100,460800,461500,461200,460300,459400,458500,457800,456300,453700,449600,444200,437800,431300,424900,419700,415300,411100,407100,403800,400200,396500,392500,388300,384200,380500,377200,375200,374000,372600,371500,371300,371600,368800,366800,368600,369900,367000,365300,365300,362900,357700,354700,351800,348500,347200,347800,345300,345000,348400,350200,347900,348000,351800,352700,349500,346000,344500,343200,342800,341700,340100,339900,340100,339500,339100,338600,338200,338800,339000,338200,337600,337600,338700,340400,341300,342000,343700,345800,348800,352800,357000,360700,364200,365600,365600,366400,371100,376700,380600,382800,384500,385300,387000,388300,388100,388300,390300,391500,392000,393300,394000,394600,397700,401300,404700,408800,411700,414000,416100,417400,417400,416600,416000,418100,422000,425500,425900,424600,425700,429100,433300,437700,441100,443000,444400,446300,448900,450500,452100,453900,456700,459600,454560,,,,
5840,62182,11694,New York,NY,New York,Queens,#N/A,5841,285700,286600,287600,288600,289900,291600,293400,295600,298000,299800,300700,301200,301700,302400,303100,304000,305200,306800,308700,311100,313700,315800,317000,317900,318900,320300,321900,323900,326400,329600,333300,337800,342600,347000,350400,353600,357000,360800,364800,369200,374300,380100,386400,393500,400900,407500,412700,417400,422200,427000,431800,436900,442300,448400,454800,461700,468700,474400,478100,481000,483900,486900,490000,493200,497100,501900,507200,513100,518700,522500,524000,524400,524800,525500,526200,527400,529700,533200,538600,539500,539000,546700,566000,589700,614800,638200,659200,674800,680600,676300,666300,657800,654300,654400,655500,657000,658600,661500,667000,676400,689700,706400,724400,742600,758900,770600,777700,783500,789800,797400,805500,813100,820100,828000,837100,848200,860200,870400,877900,885400,893200,900200,905600,909200,911400,911700,909100,905400,902700,901800,902500,904900,906100,903800,898400,893200,890700,892400,896100,901400,906000,907100,903500,898400,891500,882700,872700,863300,854500,846700,839500,834500,831700,828300,822300,817000,812700,806800,801600,801600,805300,809200,812800,817500,823100,826700,827200,825000,822200,822100,827400,834100,832400,820800,811500,804400,802100,805900,812000,808500,803300,804100,806600,807600,818000,832300,837300,823800,794400,767100,751200,741200,736300,733500,730900,727200,726100,727300,728200,729300,732800,732000,729600,728500,718900,703300,688000,667900,637700,618400,613600,616900,618800,622900,626400,635700,649800,663700,673100,681600,689500,686600,677600,674100,678700,682200,682900,679800,676900,679900,690000,704000,715900,724500,731700,740000,748800,758700,766700,772200,779400,785000,784000,782500,786400,794300,805700,818300,823600,823200,824400,830500,836800,841700,844300,849400,860900,874400,880400,880900,885800,893000,896400,902900,912100,898040,,,,
6068,62103,11417,New York,NY,New York,Queens,#N/A,6069,155000,154900,155000,155100,155300,155400,155500,155800,156200,156600,156600,156400,156500,156800,157300,157800,158300,158900,159500,160300,161200,162000,162400,162800,163300,163900,164800,165700,166600,167600,168500,169700,171000,172200,172900,173600,174500,175700,177000,178500,180100,181600,183100,184900,186900,188700,190000,191100,192400,194000,195800,197700,199600,201400,203200,205200,207500,209300,210600,211700,213000,214700,216600,218700,220600,222600,224500,226800,229100,230900,231900,232800,233900,235400,237400,239400,241300,243200,245600,246000,246200,250400,259800,270200,278800,283800,286300,287900,290000,293000,296800,301400,306300,310300,313200,315900,319100,323400,328600,334200,340100,346000,351800,357900,363800,368600,372300,376200,381000,386800,393000,399400,405600,411800,417900,424100,430000,434100,436400,438300,440900,444600,449100,453400,456500,457500,456300,454600,454400,455900,459200,463400,467100,469400,469600,468300,466700,465100,463700,462400,460000,455800,450600,445000,438500,431600,425000,419100,414000,408900,404100,399900,395700,391000,386200,381600,377000,372100,367300,363400,360500,358200,357000,357600,358500,358900,358900,360800,362100,362000,363300,366700,367200,365500,365500,363900,361600,361800,363800,362800,361000,360500,359500,356400,354100,355200,356000,355300,353500,350100,343800,336700,331800,329700,330000,329900,330100,329800,327600,324800,325200,327200,330300,334700,340300,345900,349300,351400,355000,359800,364300,368900,373400,378300,384000,389100,392400,394600,396600,399900,403200,403800,402400,402000,401800,402500,404100,406400,408900,412000,415300,418900,422000,425200,429700,434800,437400,438300,438400,438500,439800,442400,444100,445700,448100,449700,452900,458300,462400,463400,465100,468700,471600,472500,473900,477100,480600,484100,487200,490100,494500,499400,503500,507100,510000,502900,,,,
6134,62113,11427,New York,NY,New York,Queens,#N/A,6135,177100,177200,177500,177700,177900,178000,178200,178400,178900,179200,179100,178900,178900,179200,179600,180300,181000,181700,182600,183700,185100,186500,187500,188300,189400,190800,192300,194000,195700,197400,199100,201000,203200,205200,206500,207800,209400,211200,213400,215600,217900,220100,222300,224800,227600,230100,232100,233800,235600,237900,240500,243200,245700,248100,250500,253200,256000,258500,260100,261600,263400,265600,268300,271000,273600,276100,278500,281200,284000,286200,287300,288200,289300,291100,293300,295600,297800,299900,302500,302700,302700,307900,319600,332300,342700,348600,351200,352800,354600,357500,361200,365800,370900,375100,378200,381500,385600,390700,396800,403600,411000,419200,427800,436700,444800,450700,454300,457300,460700,464600,469100,473800,478300,482300,485900,489700,493800,497600,500900,504700,509600,515600,522000,527700,531800,533600,533200,531800,530500,529800,529900,530800,532100,533100,533100,532400,531200,529500,527400,525600,523500,520600,516400,511100,504200,496000,487400,480700,476200,471900,467000,462500,458400,454500,450500,446400,442300,437600,433300,431700,432700,434000,435500,437700,441100,443500,443600,444100,445200,447000,449300,450300,446200,440000,434900,430800,428900,428400,427800,424100,421200,421200,422400,420200,418600,419500,422100,422100,417200,411000,408300,407900,405900,403500,402500,401800,400400,403000,405900,408600,411900,415700,417300,420400,425100,429700,433400,436300,437900,438300,439300,441100,443000,446200,450800,454900,457800,460000,460600,461400,464400,466200,464800,462400,461000,460900,461600,462100,462200,461800,462900,467000,471500,474200,479400,487100,492700,496300,499900,501400,502700,507600,513400,519200,525900,529300,529400,531800,537600,543000,546900,551300,556300,560000,562100,563700,566500,570800,574900,576300,576000,575700,576600,581400,587700,579480,,,,
6354,62180,11692,New York,NY,New York,Queens,#N/A,6355,119400,119200,119300,119500,119800,120000,120200,120400,120700,120900,121000,121300,121800,122700,123800,125100,126500,127600,128500,129500,130300,130800,131000,131200,131500,132200,133100,133900,134700,135300,135600,135900,136100,136100,135800,135600,135700,136300,137200,138300,139400,140400,141200,142200,143000,143700,144100,144600,145400,146800,148500,150500,152500,154200,155800,157300,158700,159700,160200,160800,161800,163400,165600,168000,170400,172600,174400,176200,177800,178800,179200,179600,180700,182500,185000,187800,190500,192900,195200,195700,195800,198700,205200,211800,215700,215000,210600,204900,200400,198700,200000,204100,210700,218500,226300,233900,241200,248100,254500,260100,264900,269100,272800,276500,279800,281700,282400,282600,283200,285400,289500,295500,302200,308300,313100,317000,319800,321300,322100,323100,325100,328700,333600,339200,344300,347700,348700,348300,347400,347400,349800,354200,359000,363000,365300,366000,366300,366700,367300,368700,369500,369000,367200,363700,358100,352800,349500,347300,344700,341300,337200,333300,329100,324700,320900,316900,311700,306600,301800,297300,293900,292000,291200,291800,297100,301700,301000,302200,305500,303500,300000,298300,296300,295800,296700,293500,288900,286700,286700,281400,277800,281300,284000,281500,276600,272300,266600,259500,250000,244200,242600,244100,245000,245600,247400,250200,253600,256400,257700,259500,262300,262700,261100,257300,253800,250800,248500,245200,242300,238800,238700,244400,252400,254100,249500,247800,249500,251000,253600,260600,264200,263500,263600,265200,262300,259700,262200,266000,268700,269700,267600,266200,270300,276700,280800,281400,282200,288700,296700,300400,301200,303500,308100,312900,316100,318400,321800,325000,325000,323800,323400,323400,323600,324800,324500,322500,322000,325300,326600,327200,332300,336600,340600,349300,356700,343100,,,,
6463,62082,11370,New York,NY,New York,Queens,#N/A,6464,180800,180800,181000,181300,181600,181800,182100,182600,183300,183900,184100,184200,184400,185000,185700,186600,187500,188400,189400,190700,192200,193500,194400,195200,196100,197300,198700,200300,201800,203400,205000,207000,209200,211200,212700,214100,215700,217700,220100,222500,225000,227400,229900,232700,235700,238300,240300,242100,244100,246400,249000,251600,254300,256900,259400,262300,265400,268100,269800,271400,273300,275600,278200,281000,283700,286400,288900,291700,294600,296900,298000,298800,299800,301500,303600,305700,307800,309900,312600,312400,311800,316600,328400,341500,352400,358800,361900,363900,366500,370400,375600,382200,389300,395200,399500,403700,409100,416300,425200,434800,444200,453000,461300,469700,478000,485000,490400,496200,503100,510800,519000,527100,535100,543000,551200,560400,570100,578300,583700,587600,591600,595800,600000,603900,606700,607000,604400,600400,597200,596100,596200,597300,599300,600300,599300,597500,595700,594000,592900,592400,591100,588400,583100,576600,570100,563200,555600,549600,544800,539800,534900,531000,527400,523700,518700,513400,508900,504300,499500,496800,495100,493300,492400,493100,493900,490200,488500,489700,487000,484400,488400,492000,488700,482000,478500,475000,470700,469500,472700,474200,475800,478300,479400,478800,482300,490800,495200,494500,492800,494000,496300,499300,501400,502300,500200,495900,492200,491100,491000,490400,491700,493700,493000,490200,490600,493800,496900,498800,502400,507200,513300,521100,528700,534000,538900,543900,548400,551400,553600,558000,563500,566500,568900,573000,577400,580800,581000,581900,586300,591400,597100,606500,615300,620000,623200,629900,638900,644100,646400,648300,652700,659400,666000,667600,663800,663000,666500,667200,664000,664600,666900,671600,673900,676700,681800,694200,707700,716700,719500,723700,727800,732900,740000,746500,749400,739320,,,,
6554,62068,11356,New York,NY,New York,Queens,#N/A,6555,182000,182000,182100,182400,182600,182900,183200,183700,184400,184800,184800,184700,184600,184800,185100,185500,186100,186700,187300,188200,189300,190200,190600,191000,191500,192300,193300,194400,195800,197200,198700,200600,202800,204700,206100,207500,209100,211000,213300,215900,218600,221400,224300,227600,231200,234400,237000,239300,241900,244700,247800,251000,254400,257600,260900,264500,268200,271300,273400,275200,277000,279200,281600,284100,286600,289000,291300,293900,296700,298600,299200,299400,299800,300700,302000,303500,305100,306700,309000,308600,307600,312300,324000,337300,349300,357600,362600,365500,367600,370200,374100,379900,386900,393600,399100,404600,411000,418600,427400,436800,446400,455700,464400,472700,480000,484900,487600,489800,492500,496000,500500,506100,512500,519500,526600,534300,541900,548400,553200,557900,563400,569400,574700,578100,578700,576200,570500,563400,556400,550600,546200,542700,540100,538300,537000,536500,536900,537700,538800,540600,542400,543600,543100,540500,535900,529900,522800,516300,511400,507000,503100,500200,497700,495100,491700,487700,483900,480500,477100,474500,473000,471600,471000,471700,473900,474400,473800,474800,475600,474600,475200,476100,471800,463700,458300,454300,451800,451200,453100,452200,451400,451800,450500,447800,449500,458400,463700,462200,456300,452400,449000,448300,447300,447000,448800,450900,450700,448400,446400,446000,447200,446800,447700,449600,453100,457600,463000,467100,471900,477400,485100,494000,501600,508000,513400,517800,521900,525300,526200,528300,534700,542200,547300,552100,556400,558900,559600,561300,563500,566400,572500,583200,590700,592800,595100,599300,603700,610100,619400,626800,630200,633600,637800,639500,640400,642000,644500,649600,656600,663000,665700,667700,674400,685100,693700,701600,708700,715200,722000,727300,731700,737700,744400,752900,761600,745660,,,,
6922,62115,11429,New York,NY,New York,Queens,#N/A,6923,147400,147500,147700,148100,148500,148900,149300,149900,150700,151300,151700,152100,152700,153400,154400,155400,156500,157500,158400,159400,160400,161200,161600,161900,162300,162900,163600,164500,165400,166200,167100,168200,169400,170500,171300,172100,173100,174400,176000,177700,179500,181200,182800,184500,186200,187700,188600,189300,190200,191300,192700,194100,195500,196900,198200,199700,201400,202700,203500,204200,205300,206800,208800,211000,213300,215600,217900,220400,223100,225300,226700,227900,229400,231300,233700,236200,238700,241300,244100,245300,246100,250500,259800,269800,277700,281400,281900,280900,280000,279800,280500,282200,284700,287000,289100,291700,295300,300100,305800,311900,317900,324100,330500,337400,344100,349300,352600,355500,358900,363200,368400,374100,380000,385600,391000,396400,401900,406800,410700,414600,419000,424000,429400,434400,438300,440400,440500,439900,439600,440300,441900,444500,447200,449100,449900,450000,449800,449600,449500,449800,449400,447400,443600,438500,432000,424700,417700,411700,406500,401200,396000,391500,387500,383400,379000,374700,370300,365300,360400,357100,354800,352500,351000,351200,352400,353600,354100,355800,357500,358200,358400,358200,356400,354000,352300,349000,345700,344100,343400,340900,339200,337500,334600,332100,332500,335300,337300,336900,334200,330900,328600,326300,324100,327400,334500,337600,338300,340800,343300,344200,344500,344400,344700,345900,346900,346400,345300,344800,344500,343600,342400,343100,346400,350300,353700,356500,359300,361600,363400,366900,371000,373300,375400,378900,381800,383700,384400,385600,388000,391400,396300,401900,405500,408300,411300,412900,412200,412200,414900,418500,419900,419400,419700,421100,422600,422000,422500,426200,431100,434000,434500,435700,439000,442100,442000,442100,443100,443900,444100,445000,447700,451500,455000,458400,461100,454740,,,,
7066,62074,11362,New York,NY,New York,Queens,#N/A,7067,266700,266900,267300,268000,268900,269900,270800,271900,273300,274200,274600,274700,275000,275800,276900,278500,280400,282400,284600,287100,289900,292400,294100,295700,297600,299900,302700,305900,309500,313300,317000,321200,325600,329400,332200,334800,337500,340700,344400,348600,353100,357600,362000,366800,371700,375800,378700,381200,384000,387200,391000,395400,400100,405000,409800,414900,420300,424600,427300,429500,431900,435100,438900,443400,448400,453400,458100,463100,468100,471500,472800,473400,474300,475900,478500,481900,486000,490400,495500,495800,495100,503100,522600,545100,565700,579500,585800,584900,579600,574200,571700,573600,579000,584900,590000,595500,602300,611200,622300,634900,647700,659700,670100,679900,688200,693300,694900,695900,697400,700000,703800,709000,715600,723800,733400,744800,757100,766900,772700,776800,780800,784400,787600,789900,790400,786700,777600,765000,751400,738800,728200,720900,716500,713000,709200,706600,706100,707300,709800,713800,717900,719600,717900,714900,711600,707000,701800,697800,695200,692500,690000,689100,689300,688400,685400,682400,680600,678500,675400,672700,670200,666200,662000,660300,657700,655700,657100,655600,645900,636900,634800,636500,634800,629100,626100,621700,620000,623800,634100,643500,653900,664400,672900,674400,676500,686200,693900,695100,692300,690200,685600,682200,680200,679300,679700,681400,684000,689700,696500,702100,703700,700800,697000,696800,700000,706000,710100,711400,711100,711800,715900,725200,734100,740400,743900,746400,748200,749000,750300,755400,762500,766300,766700,766500,770000,776700,784800,794200,805200,815200,824500,833300,840000,841400,840700,843100,847700,849600,848700,847100,846500,844900,840400,837100,839300,842200,844600,848900,854900,860200,865200,871600,880000,889700,899600,911900,923600,933900,941100,945100,950000,956700,961500,964400,967600,960040,,,,
7135,62097,11411,New York,NY,New York,Queens,#N/A,7136,161800,161800,162000,162200,162400,162400,162500,162700,162900,163000,162900,162700,162600,162900,163300,163900,164400,165000,165600,166300,167000,167700,168000,168100,168400,169100,170000,170900,171800,172700,173700,174800,176200,177400,178300,179200,180300,181800,183600,185500,187500,189300,191100,193000,195000,196700,197900,199100,200500,202200,204200,206300,208400,210400,212300,214300,216300,217900,218900,219800,221000,222700,224700,226900,229000,231000,232900,235000,237200,239000,240000,240900,242200,244200,246600,249200,251700,254200,257000,258300,259300,264100,273600,283800,291400,294100,293400,291600,290500,290800,292200,294700,298100,301300,304200,307400,311400,316400,322000,327600,333000,338600,344400,350800,356800,361200,363800,365800,368200,371700,376300,381700,387400,393100,398600,404000,409200,413500,416900,420200,424300,429600,435600,441200,445500,447600,447300,446000,445100,445500,447100,449800,452700,455100,456500,456900,456500,455900,455300,454600,453200,450400,446000,440000,432800,425200,418200,412500,407500,402800,398500,394700,391000,387100,382800,378300,373700,368900,364600,361400,359200,357800,357800,359200,361000,361900,361800,363900,367300,369000,370000,372500,372300,368500,365900,363400,360000,357900,358700,358400,358200,359400,359900,357500,357400,361100,362100,359700,357500,356200,354800,353300,351400,350800,352100,352100,351300,351900,352800,353000,353800,354900,355400,355100,354900,355500,355100,354900,355800,356800,357500,360100,362900,364600,366300,368700,369700,369900,371600,374900,377300,378200,379500,382200,384200,385500,386800,389000,392200,395000,397600,400800,403800,405800,407000,408200,410100,412000,413000,412100,410600,409400,408900,409000,410100,412000,415300,418000,419600,422700,427700,432700,437100,441300,445200,448200,449700,449900,450100,450700,451700,452000,449000,447400,449400,449900,,,,
